comment,label
Gave the confidence that i can learn this software quickly,2
Excellent video. Thank you!,2
"Dude, my 3D art class is using this website, and it's honestly pretty epic because it's one of the only projects in school that I am actually excited about",2
"Thanks!! So much finished, my Model a day before due, you're a literal lifesaver",2
You voice is nice,2
nice thank you....,2
"Thanks for making this! I have some training in AutoCAD, but I needed to use SketchUp for a project; this was a great explanation!",2
Thank you for the introduction to Sketchup,2
Thanks man I'm just learning how to use this for school your video is really helping i appreciate this vid you definitely didn't serve me an overdose of explanation but told me all I need to know thanks man you've made it onto my subs list :),2
"wut up, i just wanna say thanks for teaching me how to use SketchUp, great video :)",2
Vivid and precise...Amazing tutorialâ¤ðŸ”¥,2
I find this tutorial quite helpful for a quick review of this software.,2
great information. Thank you for uploadingg,2
Lovely Tutorial And quite easy to learn from it,2
"This is a great tutorial for beginners, like myself. I can create a project right away after watching your video. Thank you very much.",2
my model was due 4 days ago because I couldn't figure out how to use sketchup so now im finally gonna learn,2
Simple and concise.,2
"wow, very helpful, thanks!",2
Thanks man this is super insightful!,2
great explanation was very helpful thanks,2
I always enjoy an intrusive workflow ...,2
"Thanks for this Quick Tutorial, I have an experience using AutoCad version at my University, it seems SketchUp is more simple and easy to use.",2
Thnx it helped alot,2
Very useful man!!! Newbie here.Kindly subscribe also to my channel.Thanks,2
OMG thank you so much! It helped me a lot,2
"One of the perfect made tutorials with clear narration, thank you!",2
"OMG this video literally saved me! Just one question, can you change the metric system? I need my model to be in centimetres, is that possible to do with sketch up?",2
I have run my first program successfully,2
ðŸ™,2
love from Bangladesh bhy !,2
"yooo idk if u gonna read this, but thanks a lot",2
"the website is very easy to read even compare to w3school, thanks so much for the clear explanation",2
"<3 Bro your so amazing , Thank u for teaching",2
"that was such an easy introduction, hands up!",2
Gots to have that :O expression in the thumbnail :),2
Thanks for this series! I know I am on the right path. Thank you programiz!,2
nice explanation,2
Progamiz is a best and simple site with more useful stuff than any other site. I liked it.,2
this guy is way better than my teacher your amazing for the world of pyhton,2
"You really deserve more than 5,000 subscribers. Your content is so slick!",2
"Thanks for these videos, very easy to follow.",2
Your website is best for any programming because explanation is very easy and enjoyable content. My favourite website is www.programiz.com. I have start the learning to programing like java and Python. Thanks for providing easy content.,2
Thank you soo much for your free tutorials sir it is much need for me and your explanation was really soo goodðŸ™,2
I enjoyed a lot. Waiting for more videos,2
please give us such nice and simple to follow videos on java and c++,2
*Nice*,2
Since he is an Indian he knows that how valuable is such type of high quality content and an amazing website is but still he is teaching for free :3 .,2
Never knew before today Programiz is an Indian website. Really Indians are the most enthusiastic in Tech & Engineering world !,2
ur website is awesome.,2
bhai i cant thank you more for you wonderful website,2
"Punit, i just find your channel and become your subscriber! thanks bro. Salam from Malaysia :)",2
Hats off to you guys,2
"Good Brother .very helpful ,love you and love your great work",2
I AM TO SEE YOU ON YOUTUBE PROGRAMIZ . I LEARNT COMPLETE C LANGUAGE ON YOUR WEBSITE,2
"Great series! Solo-Learn is also a very good website to learn python from, they also have a lot more programming languages. I highly recommend it.",2
Amazing! Programiz is now on youtube!!!!!!,2
Dude you are an god you teach too nice,2
Your website helped a lot of students in around the world thank you very much.,2
thank you for this series your website always helps me before the examination such a great information is presented their waiting for step by step series in java,2
wow ! didnt knew programiz owner is an indian guy,2
Exactly what i needed!,2
first of all thanks very much sir. Actually i used to use your website for learning java and i have zero knowledge programming as i was shifted from mechanical stream. yours only the website which was very crystal clear explanation of java even compared to w3schools. sir please please please please please please conduct instructor led java classes BY YOU. i was eagrly waiting for your java classes. as you are the only one explaining very clearly. i could not able to understand any others channels . you are the only one MY HOPE . i will be very greatful if u were teach java. i dont who are the content creators of your website they very very crystal clear explanations . BUT i am getting huge no.of doubts and iam unable solve those. the java tutors in google are working for money and NOT for the students future. please change the WAY of TEACHING in INDIA. even though the videos might very very LENGTHY we want the beautiful and crystal clear explanation. i think u know about DURGA SOFT his videos are very lengthy . even though they are very lengthy that is the top channel for programming in india. please make very crystal clear explanation of Java even the videos are lengthy. people want the concept not length. even we pay you the FEE for the videos because it needs a very hard work TO teach. hope u will will conduct instructor led classess. thank u very much . i will share this video to all of friends and family members and also to people whom i dont know. THank you very very very very very much. you and your family have a good life. may god bless you,2
Finally!!!! Its on YouTube,2
"Is https://www.programiz.com/ free to learn? If yes, I must say, it is awesome.",2
"Love to see ur channel take of, ur website is awesome.",2
I've already completed the web version. Now it will be more enjoyable here on youtube. Thanks to Punit & many many thanks to Programiz. Love you ...,2
"I was just searching a good source for it , im glad programiz is on youtube.",2
I'm glad to see you in youtube.. I'm waiting for java series,2
Happy to see you guys on the Youtube Platfrom. My fav learning site programiz.,2
Good to see Programiz YouTube channel! ðŸ˜‡ðŸ˜‡,2
Such A great initiation team!,2
Awesome sirðŸ‘I was looking for a good python lecture and finally I found....Thankyou for making it interesting. This is the first tym I'm watching a whole lecture video without getting boredðŸ’¥ Thanku sirðŸ™,2
Very well explained. Appreciate your presentation skills.,2
Great info! Canâ€™t wait to dive deeper :),2
Excellent presentation,2
you are awesome man. Thanks a lot for your videos.,2
"your videos r really very helpfull sir , thank you for making things easy and interesting to understand .",2
"programmiz is the first compiler I used , and I love it.",2
"Randomly searched and I found your channel, Well explained ðŸ™ðŸ™ ..Thanks a lot sir ..it's really helpful for me..ðŸ˜Š",2
"i am in 8th class, i don't known the exact meaning of coding and python but I challenged my brother who is a coder. Now I got confidence that i can defeat my brother. Thanks for teaching me and many other people and also for giving me confidence. thanks you",2
thanks a lot to our gorkhali man,2
Thank you for this series I'm new to programming and I haven't got a clue. This will help me get started and boost my confidence in coding. Wish me luck!,2
you make coding as easy as sleeping thank u so much,2
U r good sir,2
"thank you so much i am in 8th grade, i always wanted to code and this had made it so easy and fun for me",2
â¤ï¸,2
I love you so I donÂ´t skip the AdÂ´s so you get more money!,2
I like the last portion of this video that's revision part .and the way of topic's explanation.,2
I watched your whole 2 skippable adsðŸ˜‰ðŸ˜‰ You guyz deserve itðŸ˜ Nepali ho niðŸ˜›,2
Bro best free python course from you tqðŸ™ðŸ™,2
I finally got a way to start the python programming .this video is really very helpful ðŸ˜ŠðŸ˜Š,2
"As a guy in a inch who knows cra about ython, this is very helful. You guys are amazing, and I needed this.",2
I recommend this to all my 11th class batch who opted IP.,2
Go on Punit Sir,2
"SIR, I AM STUDYING IN CLASS 8 AND I AM VERY MUCH INTERESTED IN CODING. I TRIED NO OF WEBSITES BUT UR WEBSITE IS AWESOME AND I AM FOLLOWING IT...YOUR YOUTUBE VIDEOS ARE ALSO VERY WELL TAUGHT...THANK YOU VERY MUCH, SIR...",2
This is really very good job bro ....i am a 12th cs student as we are attending online classes during this pandemic era we have not even seen the python window yet...but this video gave us a idea about python and i am working on it ......THANKS BRO!,2
You guys are really really really great! Thank you for your effort! Love from Bangladesh,2
I always knew you will make a youtube channel â¤ï¸ it sirðŸ™ðŸ»,2
"print("" A very valuable informatics video "")print(""ðŸ‘"")OUTPUT:-A very valuable informatics videoðŸ‘",2
exciting videos and the website too.âœŒâ¤,2
when i get stuck i used to refer from your website... its has been very helpful for me.. your doing great job thanks..,2
When I click the Run button (Programiz Python Online Compiler) nothing happens most of the time and shell keeps showing 'Re-establishing connection with server...'. I'm using Opera browser and Linux Ubuntu. I have tested my code with OnlineGDB and it worked fine. All the content provided by Programiz is great. Thank you from Brazil.,2
Brother you know Kathmandu valley . I am from Nepal ...And Love from Nepal ...,2
Big fan of your website..I learn total c programming with the help of your website..,2
very beautifully explained. even your website i m following since year. it has better training step by step. thanks!. Appreciate your efforts.,2
Super bro,2
Nice video! I will try this after I master the basic fundamentals of python.,2
Great video. Waiting for more!!,2
Very nice video thank you i like,2
"Why so serious bro? chill. ðŸ¾ BTW, thanks for the mini project.",2
Keep up the good work Soyuj bhai... we want to see you smile ðŸ˜ƒ,2
"i am a seventh-grader, thinking of taking computer science in high school, this helped me a lot, will surely stay tuned",2
Big fan sir pls reply pls,2
"I thought python programming is difficult, but this video just made my life easier. Thank you so much sir. Continue the noble work of enlightening lives.",2
Soyuj dai is a natural tutor ðŸ‘Œ,2
I want More and more of these kinds of projects! <3<3,2
This was fun,2
Thanks this video showed me not to use this software and stick to node.js api that is much more easy to deploy,2
always enjoy Marks videos .....will definately be purchasing the deployment course in a few days,2
"I use Flask, but your tutorial is still amazing.",2
"just switched to udemy to get the course. Lucky me i already got it in June!! Really great courses in average, got both restframework courses as well, can highly recommend it!",2
Thank you very much for your helpful video.,2
Great info. How about Pythonanywhere,2
Now I understood what scale up and scale down means. Thank you â¤ï¸,2
The amount of options available to do things on the internet can be overwhelming. This video is concise and very helpful. You have 1 more subscriber...,2
"Even though you're still a ""small"" channel, you have potential, I bought your advanced django course and it's one of the best courses I've ever bought",2
"Thanks, this is super helpful! Do you have any resources for Option 3? I would like to learn how to set up a managed Docker orchestration service!",2
Thanks a lot. This video maybe saved my life :) Because select way of deploy is very difficult and stresful decision.,2
Thank you so much for creating high quality content ðŸ˜Š Love from Pakistan ðŸ‡µðŸ‡° ðŸ‡³ðŸ‡µ,2
I am learning python from your videos it helps a lot thx sir â¤ï¸ðŸ‘ðŸ»,2
"Though, my question didn't get answered. Will wait for the next QnA session! ðŸ˜¬ However, I'm glad I subscribed to Pro today. Got to try cool features. ðŸ˜ðŸ‘",2
Thank you very much sir for answering my question!,2
Love your explanations. Helps clear a lot of things. Thank you very much.,2
thx for answering my question,2
Thank you very much for this. The Programiz Pro is really incredible. I learned a lot from it and it is soooo easy to use. Money well invested hahaha,2
"10:53 That is cool, but the design could be done different. I can imagine airport authorities asking about this device and someone having to explain them that it's not a bomb with a count down timer on it. ðŸ˜‚",2
AYYYY 7 MILLION LET'S GOOOO,2
7 MILLION SUBSâ¤â¤ðŸ‘ðŸ‘ðŸ‘,2
Finally! A tech youtuber that uses 21:9 aspect ratio instead of 16:9 XD love your videos man <3,2
I never thought I would ever see ab RGB rickroll.,2
Congratulation 7M subscriber,2
"""like me"" at 1:02ðŸ˜‚",2
3:04...idk what you're filming on before that showcase shot..but your phone looked great..all the colors poped,2
Thank you very much supperhacker87@IG for doing a great job for me.... you're really the best,2
Just got mine fixed instantly by *Mightycracks* This dude is legit ðŸ’¯ðŸ’¯.,2
All thanks to *Mightycracks* for the unlock ðŸ‡±ðŸ‡·!!!!,2
All thanks to *Mightycracks* for the unlock ðŸ‡±ðŸ‡·,2
The quality of these videos get better every time damn.,2
"Arun, this is very nicely done indeed! You got a new fan :)",2
6:55 Love it ðŸ˜‚,2
Who else just randomly found his channel and now watching his videos are a daily thing ðŸ˜‚,2
So clickbait but gg vid,2
You are hilarious ðŸ¤£,2
I liked the video when i see cat,2
Dude this guys awesome He spends thousands in each video,2
8:40 The Flashâš¡âš¡ðŸ”¥â¤ï¸â€ðŸ”¥,2
"Absolutely a clear and concise explanation of everything one needs to know to get started, and an excellent ""brush-up"" if you haven't used Excel for awhile. Your delivery, articulation and presentation was exceptional. Great teacher. Thank you so very much!!!",2
Much more informative.,2
"amazing, nice tutorial",2
"I thank you for this tutorial, Rey explanation.",2
This really helped a lot.,2
easy to understand language. perfect videoðŸ‘,2
"The quality of the content, concise description and clear information is superb. Thank you so much for this tutorial, You have helped a lot of people including myself .",2
So uninformative ! More of useless stuffff,2
This is really good kepp up,2
Awesome video! Thanks,2
ðŸ‘ŒOK,2
Thanks This vedio is very helpful to learn exel,2
Thank you beautiful session,2
great video!,2
I learned a great deal. Thank you and my subscription to your channel is all I can gift as of now.,2
We need more videos like this. I have learnt a lot from this,2
You are a very great teacher. Very expletive and precise.,2
Thanks for your video. I watched one /two of your video and stated on my resume that i knew basic Microsoft excel. Boom âœ¨ got a job and already work for a month now ðŸ˜‚ðŸ‘,2
"Thank you so much Sir, for this excellent description about the excel spread sheet, now I can say it is worthwhile to watch and learn, in its fullest means, only by watching this single video. I learnt every thing due to your simpler way of explaining all contents of the basics of excel. I recommend every one those who are searching to learn the excel sheet they must see this video. I also wish to appreciate your perfect style of teaching and transferring the knowledge to learners. thank you once again.",2
Wonderful video ðŸ‘ðŸ‘ðŸ‘,2
Very much helpful...Thanks,2
video was awesome !!!,2
"Iâ€™ve learned 2 things from reading the comments. First, you all lie on interviews. Second, Universities teach northing of value.",2
Thank you so much for this Iâ€™ve been trying to know how to use this app cause it on my computer and I donâ€™t know whatâ€™s it for thank now this can help me in a lot of my studies,2
Starting a new Career and Excel will be used everyday Thanks to your video I now know how to use Excel Thank you so much ðŸ’›,2
This is so helpful thank you so much,2
"Thank You for sharing this information, greatly appreciated!!ðŸ’•",2
very consistent and clear! thanks bro! very nice tutorial for beginners! thanks bro,2
Thank you for sharing your knowledge!,2
"God bless you and your family sir,,new subscriber big help to everyone whose escape computer course during college because going to play basketball and drinks beer, result regret!!",2
Excellent tutorial. It was a great pleasure watching this video and learning from you.,2
We all watched this video because it is the shortest write??,2
Sri lankan education is the worst and the most disgusting thing to even have in my life ever. But your one is the best.,2
Very helpful video,2
Thank you! Now I can use this for the results I get from the laboratory! :),2
Great coverage and clarity of explaination...,2
Excellent - much thanx,2
Clear as crystal ðŸ¤‘,2
Very nicely explained ðŸ‘ Thankyou,2
"Thanks much, it helps me alot even though I knew little before",2
"Very clear and concise explanation! These tutorials are great for learning or just ""brushing up"" if you're a little rusty at using excel. Very highly recommend these tutorials!!",2
Excellent ðŸ‘ Understanding and very helpful for new commers who want to learn the basics of Excel...Carry on,2
love it!!!! amazing to learn. great video!,2
Very well explained. Thank you so very much ðŸ™,2
Great tutorial. Perfect for my 58 year old semi computer savvy brain.,2
You are the best.,2
"I used to fear using excel. So glad that I came across this video. Absolutely a clear and concise explanation of everything one needs to know to get started. Your delivery, articulation and presentation was exceptional. Great teacher. Thank you so very much!!!",2
nice class browh,2
Great share tutorial teacher. Success and good luck for you. ðŸ‘ðŸ™,2
bravoðŸ‘ŒðŸ‘Œ,2
It was too good thank you sir ðŸŒ»â¤ï¸,2
"Thank you so much, can you also do the phone versionðŸ™ðŸ™",2
Great tutorial!,2
This is so good and straightforward,2
"Thank you. I'm just learning Excel, by learning from Youtube, and this video was invaluable.",2
Me: *watching this vid incase if my mom comes home she will thought iam such a response child,2
"Thank you so much! This is my first time watching your videos, and it's great! I came here to learn what is excel and that's what I did, thnx! =) BIG THUMBS UP",2
You really taught me very well than my teacher taught me. U are the best. I Just subscribed your channel for more knowledge about these contents.,2
Thanks. Really needed to refresh my memory on the basics for a job I'm starting tomorrowðŸ‘,2
this is good sir,2
Thanks alot man. You helped me alot ðŸ˜‡ Allah(god) help you more.,2
Thank you for the wonderful explanation.,2
I love how most of the comments here are because people lied abut being able to use Excel for they can find work. That being said I'm also here for that very same reason as I start my job tomorrow and lied my ass off about knowing Microsoft office. Also shoutout to that one guy who time stamped everything in the comment section,2
"God bless you !! You just saved my job interview, THANK YOU !!",2
i was looking for this kind of videos to learn python now finally i have got that i am very glad to learn python from this tutorial and love PUNIT'S presentation,2
Never imagined learning Python would be so fun! Loke your simple and clear use of language. I was able to understand every bit of it.,2
Thanks! I'm trying to make a text-based RPG and this really helped me out!,2
How to take inputs at a time in python using a single line statement,2
Please make videos on..Midpoint circle drawing And Bresenham's circle drawing...,1
I bought both of your courses on Udemy. You are a very talented teacher. Keep producing quality material. When is your Java course coming along? . I am looking forward to it.,1
i hope u are ok with everything going on against muslims in indea <3,1
do I have to take notes or just see these videos which are helpful,1
"Just one suggestion: if possible can you provide a link to github links to implementation of your videos as well ? I've tried to watch your videos and implement them in Java but every time I mess up and want to cross-check my implementation, there is no reference code. It would help a lot if you can post a links to implementation of your algorithms :) Thank you",1
"you are a absolute genius. Extremely helpful for understanding the content. Much better than most of the professors in my university. Thank you so much. BTW, can you probably publish more videos about DP for how to create the DP formula? I am having problems on different kind of DP problem formula creating. And would you publish more videos about NP and NP complete? I watched the video you did for NP and NP complete problem but it did not talk about how to prove a problem is NP complete in detail such as how to use reduction to prove it?",1
Sir please upload Approximation Algorithms videos also!! @AbdulBari,1
Asslamualikum my dear honorable sir Can I know where you from,1
Sir can u please explain - online algorithms... 1. Online Euclidean spanning tree problem solved by greedy method 2. Online k- server problem and greedy algorithm to solve this problem defined on planar trees,1
"please please someone explain this Find an optimal parenthesization of a matrix-chain product whose sequence of dimensions is <5, 10, 3, 12, 5, 50, 6>.",1
Matrix Multiplication : 1:30 Matrix Chain multiplication : 4:43 Example Problem : 33:57 Time Complexity : 50:20 Hope it will help!,1
Sir u are god.... I am waiting for your next video..... Pl make it soon sir,1
Example on 33:59,1
sir please delete that first one...it will be quite helpful in saving time.,1
May I go to the washroom .. please,1
Lacoste !,1
that will be 66 not 86,1
"What if value of k table at (1,4) is 2 then after 2 we put parentize so (A1. A2)*( A3. A4) was the final answer?",1
Side ho jaya kijiye sir for screenshot,1
33:00:00,1
"Ye sir Hindi bole to bahut aacha rahega kyu apne desh me bahut poor people hai Jo class effort nahi kr pate hai So,I have request to sir please speak in hindi",1
Please consider making your previous video private or unlist it. @Abdul Bari,1
operating system computer network computer organization plz create videos,1
"at time 47:13 sir, the sum for k=1 is 66 not 86 sir",1
Hey....,1
SIR WILL YOU PLEASE MAKE A DETAIL VIDEO ON EXPRESSION TREES AND HOW WE CAN WRITE A PROGRAM IN C.......,1
Hello sir plz make video on Red Black tree,1
Sir your Java videos are incomplete please upload all video of Java on Udemy so that I can buy it ..,1
There is no requirement of subtitle it working as a obstacles in watching the lower content of white board.,1
can we use a greedy algorithm for this?,1
@abdul bari i wanted to ask few of my doubts.. kindly provide me a platform where i can discuss my doubts.. please sir,1
sir which course are coming up with on udemy ? please,1
"Hi Sir. This is Sri lekha from Chennai. I have a doubt regarding the DP problem. Ques: https://practice.geeksforgeeks.org/problems/find-optimum-operation/0Sir, the dp solution is very easy. but i don't know how it works. Could please explain the logic. Sir, I'm looking for an explanation. Thanks in advance.",1
That's great. Your teaching techniques are amazing. Thanks a lot. Make videos on another topics and subjects of GTU Syllabus.ðŸ¤˜ðŸ˜Ž,1
Sir please can you upload some videos on machine learning .......We have it as a subject in this semester there is not much data available anywhereIf possible please try....,1
One day before examination ðŸ˜‚ðŸ˜‚ðŸ˜‚ talking about me,1
Sir if i buy your course *Mastering Data Structures & Algorithms using C and C++.* So that's available for life time or some specific time/duration?* I am interested to buy your course which available on udemy*,1
51:14...........,1
When will you going to release java course sir...,1
"Sir ,I bought ur C++ course yesterday ,may I know for how many days I can access it or unlimited ?",1
sir from where you are?,1
"More clearer this time sir, Thank you! 36 + 3 * 2 * 5 must be 66 not 86 though :D",1
Here's the implementation in java. https://gist.github.com/RitamChakraborty/da1b8ab58ee0109116dfc2ac7e9c1a27,1
"Sir, Please add sections like Dynamic Programming and other important topics to your data structures udemy course.",1
nice video btw thats not associative property its distributive,1
https://www.youtube.com/watch?v=eSdcg4kKatc,1
(: Just two?,1
"Hi abdul sir , please make a whatsapp group where all students can disscus their Problems . It will help all students alot.",1
Sir please delete the previous video on MCM.,1
sir please please upload video on manacher's algo and O(nlogn) LIS problem...,1
"You are an amazing professor.... I admire you so much because you answer every possible question regarding every topic instead of just stating formulas.... You deserve standing applause, sir...Thank you so much sir...keep doing these kinds of videos sir because it helps millions of students...One request I want to make is please explain the asymptotics in greater detail.",1
"Assalamualaikum teacher, May Allah give you a great reward for the knowledge that you teach, Aamiiiin :) Teacher I want to learn Parallel Programming and System Programming using C/C++ from you on udemy, please ðŸ˜‡ðŸ˜‡ hehe",1
Randomized Algorithms needed Sir thank you so much for your videos.... They have helped us a lot. May you plz make videos on Randomized QuickSort and Hiring problems too,1
Sir I am not able to buy ur udemy course using Indian Debit card..What to do??,1
2x,1
Sir please please make a course on algorithms on Udemy but with codes of algorithms also like the one on Data Structures.,1
Sir pls make vdio on red black tree,1
Protect your time..watch in 1.5x. It's perfect.,1
Why the price of udemy courses keeps varying so much.??..from 700 to 11000..ðŸ™„ðŸ™„,1
"Respected sir ,I like your way of teaching. Could you plz make more videos on sorting techniques like radix sort,shell sort etc...",1
"Sir, Plz recommend a book for data structures and algorithms that i could refer along with your udemy course.",1
Sir please make a core CS subject courses on udemyðŸ™‚,1
Radaaaa na bhau ðŸ˜ŽðŸ’ª,1
"Thank u sir for ur effort in providing such a detail explanation of this topic, ...can u plz make a video how to read technical subject and get mastered .some subject in cse like compiler design,dbms,and co (computer organisation)have some tricky concept .plz give some advice so that we can learn and teach others like u .",1
"Sir ,one important question is it necessary to write an algorithm for every problems can we find direct solution for every problem in exam and write",1
"Sir, could you start teaching python programming. It would really help",1
"Sir, It doesn't change the resultant table so it doesn't matter in the long term, however at 45:18 : 36 + 3 x 2 x 5 = 66*",1
"Sir, when will u come with machine learning algorithms.??? Plzzzzzzz prepare machine learning videos",1
"""This you take 3 then you can dance"" - Abdul Bari ðŸ•ºðŸ»",1
Sir welcome back ... I am expecting your new videos on data structure,1
I love you SirðŸ”¥ Please make videos on System Designs,1
Sir can you uplode video on 15 puzzle problem plzzz,1
Sir I wanna be like you... I wanna know every thing you know... Where and How do u learn all these things so perfectly? PS: I'm really curious here,1
Please do course for DBMS as well,1
Sir plz add space complexity of c code for comptition exam,1
Complexity?,1
can you say how could we find such problem,1
can you say how could we find such problem,1
"Sir, While finding value of C[ 0,0 ] , C[ 1,1 ]..... that time first term is not applicable because of value of K but W[i,j] we have to add which is not equal to zero. So why you are not considering that term? I got doubt here. Please reply sir.",1
absolute madlad,1
"How many engineers out here, give a like.",1
"Thanks sir. I had two questions 1. c[0,0] should equal to w[0,0] because of the formula ""c[i,j] = w[i,j] + mini<kâ‰¤j(c[i,k-1] + c[k,j])"". 2. FOR EXAMPLE: if the cost of c[1,1] and c[2,3] is minimum for k=2 and k=3. which k we should choose?? please guide me.",1
"Sir, when we are calculating C[i,j] for i=j, why you took it as 0 instead of w[i,j]. I know there wont be any ""K"" to get minimum of C but shouldn't w[i,j] be left as final value? Am i missing something?",1
sir what about the program?,1
Sir please do more videos on algorithms we need more,1
Advance part of algorithms,1
Sir can you please explain graph matching and edmond's blossom algorithm to compute augmenting path! please .......,1
isn't null check also a comparison for square nodes.,1
"Hi sir, may I check if the course content of this course the same as your ""mastering algorithm and data structure"" course in udemy?",1
"Should the cost of C[0][0],C[1][1],C[2][2],C[3][3],C[4][4] ={2,3,1,1,1 } respectively ?",1
sir please continue java series we all are eagerly waiting,1
"Assalamualaikum sir G, have a course on ""Automata"". Watching from Kashmir University.",1
Can you please upload a video of bipartite graph and augmentation concepts!,1
"Sir please continue on your java series plz sir , you're seriously the best teacher . Keep up the good work",1
sir your explain the things in a very easy way thats why i bought courses from udemy sir plz make more courses on computer networks or competative programming etc,1
Sir plzzzzzzzzzzzzzzz make videos on automata computation .. theory of computation and automata ... Plzzzzzzzzzzzzzzz sir ... Ur way of learning is great .. thank you sir,1
U do soo well sir Please upload as many algorithm as u can..and some other video aslo..thank you so much,1
Sir please make a video for red black tree with all operations including joining and splitting...,1
"Thanks for the sharing. Isn't the B-tree order 3 (2 keys, 3 leaves) better in all scenarios?",1
Sir I am your big fan. Your explanation are unique. Please sir upload all video on data structures.,1
Sir you are telling there is no Gap in real life and theoritical main gap hai how?,1
Please can you upload a lecture for midpoint circle and elipse algorithm in Graphics,1
on 35:56.this is a error right? its always P=2dy-dx,1
Watch the video at 1.75x. Thank me later.,1
"sir,can the numerical be done by assuming any point x1 y1 and x2 y2?",1
Thing is i am really enjoy your lecture so please teach everything you learn in your entire life,1
Sir do a video for sutherland line and polygon clipping algorithm,1
"but the algorithm only applies when m<1 ,let me know if i m missin' smthing. Thanks for the amazing explanation.",1
"wrong, how are you defining pnext - pk as 2 or 0",1
Hello at 40:00 p<0 i.e.(=-5) how y=y++ (=2)?,1
MORE CONTENT ON COMPUTER GRAPHICS NEEDED!!! EITHER AS UDEMY COURSE OR YOUTUBE VIDEO.,1
Please provide midpoint circle algo,1
If you watch at the speed of 1.5x is perfect for understand better ðŸ‘,1
Expecting mid point circle algorithm in detail..,1
Sir please upload some videos related to circle algorithm,1
What about slopes other than less than 1 ?,1
"For anyone trying to figure out how to implement m > 1, here is a c++ implementation i created from the pseudo code on the wiki Just replace all the classes that's not found(like vector and color, these are classes i created)",1
Sir pls make lecture course in python also,1
what is c in d1 formula,1
Take 2-3 examples when I teach ðŸ˜Š thq,1
"In the algorithm, the initial value of p is computed erroneously, it should be 2dy-dx. Nonetheless, thank you for the great video!",1
as we can show on 37:39 that tou use in red color marker (D=delta) p=2Dy-Dx but in algo you use p=2dx-dy but as i know dx=x2-x1 while Dy=y2-y1,1
can anyone explain to me why we did subtract pk from pnext (pknest - pk) I mean what it refers to ?,1
Sir what happen when x is not less than X2,1
"his pseudocode is wrong somehow.. try (0,0) (4,2)",1
Sir also explain about DAA paper in MCA syllabusðŸ˜¢ðŸ˜¢,1
Pls sir make video on bresenhms circle draw algo pls...,1
Can you explain the mid point circle concept in computer graphics ?,1
sir ak video bresenhamâ€™s circle drawing algorithm bna dijiye,1
on 35:56 => P=2dy-dx not p=2dx-dy,1
Please make a video about midpoint circle algorithm and bresenhams circle algorithm,1
"it is really not possible to get that on P_next - P_k < , >= 0 we are analyzing the conditions then how come that instead we have the conditions for P_k >,< 0",1
sir please make an another video on Circle drawing,1
"What should i do for line with end points (10,18) and (15,8)? Please solve it !",1
What should we do? If slope(m)<0,1
just start from 11.30,1
sir sorry apne yeh galat kraya jbb hmme Pnext kbhi pta hi hai toh compare kese kra aapko vaha sirf pk likhna tha as voh khud xk+1 and yk+1 ke baare btata hai next likh kr aapne ques gdbdh kr dya,1
Adorable videos..indeed..ðŸ‘ŒðŸ‘Œ Plz upload more videos on computer graphics,1
"sir,plz bring up more videos on computer graphics...its really a need!",1
sir here should be 2dy-dx instead of 2dx-dy,1
sir you are really great .........your teaching influence every students........I was totally satisfied with your lectures......i hope you will make more videos in computer graphics too,1
sir plz discuss the topic Bresenham's circle algorithm asap.,1
Sir plz make a course on Java that will help us to crack interviews and will also help us in coding round.,1
"now I understand the c.g. , thanks sir for your valuable videos, please update more acc top MCA 3 sem syllabus. And also how to make a notes.",1
Sir Please Can You Provide me a video of Mid Point Circle Drawing Algorithm,1
thank you so much sir pls keep making more such videos.,1
Please make vedio on bresenhem circle drawing algorithm with example,1
Sir please post circle generating algorithm in cg,1
Sir pls post circle drawing algorithm...,1
Who knew Dave from AT&T customer service was such an Algorithm wizard?,1
sir you did a mistakes from 36:00 ...check it...m i r8 or not..,1
"explain there are a point when we use bresenham algorithm it don't finished the whole point to end point like [ ( 2 ,2) -- (5 ,10 ) ] etc ....",1
Sir Please Made Videos On C Programming,1
I am sorry on 35:56 ... P=2dy-dx.... not p=2dx-dy .... This lecturer is greater than attending my normal class. Thank you... Also you are my great lecturer of Analysis of Algorithm. I have knowm TIME COMPLEXITY because of you only... THANK YOU!!,1
"ðŸ’¥ ""P= 2dy-dx"" ðŸ’¥ please correct that",1
will it be same in case of m>1 ?,1
Sir there is a slight mistake the decision parameter in algorithm is P=2dy - dx;,1
Sir please make videos on computer graphics. Much needed!,1
"At 24:45 , why will the constant not have any effect on the decision, sir?",1
sir asalaamualaikum. if pk helps us to decide which pixel to choose then why we need to deduce pknext - pk?? kindly help.,1
Sir pls make some vedios on midpoint circle drawing algorithm and midpoint ellipse drawing algorithm because my exams are coming near.. and i can understand your lectures easily,1
Sir pls make some vedios on midpoint circle drawing algorithm and midpoint ellipse drawing algorithm am really waiting for ur lecture in a short period of time,1
Air kindly upload breshems circle drawing algorithm,1
Sir what for the condition if x1>=x2,1
Sir can uh please upload a video for Bresenham's circle algorithm,1
Sir at 35.56 the value of P1 should be 2*dy - dx ! You have written 2*dx - dy,1
"At 35:56, P should be P=2*dy-dx instead P=2*dx-dy...",1
Hmra monday ki paper hai sr cmputr graphics ka plz mid circle point algo and elips algo videos upload kr den jald,1
Aploads plz mid circle point algo and elips algo plzzz,1
